"title","metatags","rating_score","rating_audience","reviews","total_seasons","total_episodes","total_duration (minutes)","episodes_duration_average (minutes)","audio","subtitles","audio.Español (España)","audio.Español (América Latina)","audio.English","audio.English (India)","audio.Français","audio.Português (Brasil)","audio.Italiano","audio.Deutsch","audio.Japonés","audio.Русский","audio.العربية","audio.हिंदी","subtitles.Español (España)","subtitles.Español (América Latina)","subtitles.English","subtitles.Français","subtitles.Português (Portugal)","subtitles.Português (Brasil)","subtitles.Italiano","subtitles.Deutsch","subtitles.Русский","subtitles.العربية","subtitles.हिंदी","genres","editor","link","description"
"ZOMBIE LAND SAGA","Sub | Dob","4.6",4000,6,0,0,0,0,"[""Japonés"",""English"",""Deutsch""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","true","true","-","-","-","-","-","true","-","-","-","-","true","-","-","-","[""Comedia"",""Drama"",""Musical"",""Sobrenatural""]","Avex","https://www.crunchyroll.com/es-es/series/GRJ0K7X5Y/zombie-land-saga","Sakura Minamoto es una chica de preparatoria que espera ser una idol, pero lo que no esperaba era tener que sobrevivir a un terrorífico apocalipsis zombi... o no. Cuando despierta se encuentra en la prefectura de Saga y un hombre muy escandaloso le indica que lleva bastante tiempo muerta, pero la ha resucitado como una zombi para formar... ¡un grupo de idols zombi junto a chicas legendarias de varias épocas!"
"Kakuriyo -Bed & Breakfast for Spirits-","Sub | Dob","4.8",5000,1,1,26,598,23,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Português (Brasil)""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Drama"",""Romance"",""Sobrenatural""]","GONZO","https://www.crunchyroll.com/es-es/series/G6MEK1ZGR/kakuriyo--bed--breakfast-for-spirits-",""
"Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita","Para adultos","4.4",1000,2,1,12,276,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Seinen""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GR19Q7GG6/i-couldnt-become-a-hero-so-i-reluctantly-decided-to-get-a-job","La historia tiene lugar en un mundo de fantasía en el que la zona norte del continente está gobernada por un rey demonio. Los habitantes del continente pasan por un examen nacional para convertirse en “Yusha”, los soldados que irán a la tierra enemiga para combatir contra los demonios. Raul Chaser es el mejor estudiante de la academia en la que se preparan los humanos para convertirse en Yusha, pero justo cuando está a punto de graduarse y de hacer el examen, un Yusha vence al rey demonio y claro, ya no hacen falta más."
"Yatogame-chan Kansatsu Nikki","Sub | Dob","4.2",350,0,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Shounen""]","Tokyo MX","https://www.crunchyroll.com/es-es/series/G64PX8N1R/yatogame-chan-kansatsu-nikki","Cuando Jin se mudó desde Tokio a Nagoya su esperanza era ver cuán diferente era la cultura de la nueva región en la que viviría, pero para su desgracia, todo era demasiado similar a lo que ya había visto... hasta que conoció a Yatogame, una chica de su escuela cuyo marcado acento de Nagoya solo es comparable con su amor por la región. ¡Es el toque de Nagoya que Jin buscaba en su vida!"
"Africa Salaryman","Sub | Dob","3.5",119,0,1,12,276,23,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Comedia""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GDKHZEP9V/africa-salaryman",""
"Sengoku BASARA - End of Judgement","Sub | Dob","4.0",140,0,1,0,0,0,"[""Japonés"",""English""]","[""English""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","ntv","https://www.crunchyroll.com/es-es/series/GRP8E5EQR/sengoku-basara---end-of-judgement",""
"Twin Star Exorcists","Sub | Dob","4.5",4000,25,1,0,0,0,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Acción"",""Aventura"",""Fantasia"",""Romance"",""Shounen"",""Sobrenatural""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/G63VM084Y/twin-star-exorcists","En Magano, un plano paralelo al nuestro, residen unos grotescos monstruos conocidos como Impurezas. Los Exorcistas purifican estas apariciones malignas y con ello protegen a la gente, pero Rokudo Enmadou no tiene intención de ser uno de ellos, aunque haya nacido con un gran talento para serlo. Su desinterés no evita que un oráculo lo nombre ""Twin Star Exorcist"", un título que se otorga a exorcistas casados. Benido Adashino, la chica que recibe dicho título junto a Rokuro, está decidida a exorcizar a todas las Impurezas del mundo."
"A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized","Subtitulado","4.2",3000,2,2,16,211,13,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Fantasia""]","Bilibili Inc","https://www.crunchyroll.com/es-es/series/G1XHJV2NJ/a-herbivorous-dragon-of-5000-years-gets-unfairly-villainized","Lingzi es una chica que ha sido elegida como sacrificio ante un gran dragón malvado... que resulta ser vegano. Ella está decidida a hacer todo lo posible para que le coma y él, por principios, no come carne. ¿Cómo acabará su encuentro?"
"DRAGON COLLECTION","Subtitulado","4.0",66,0,1,0,0,0,"[""Japonés""]","[""English""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Aventura"",""Fantasia""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GYMGD32GY/dragon-collection",""
"SABIKUI BISCO","Sub | Dob","4.7",7000,2,1,12,276,23,"[""Japonés"",""English"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""Русский""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","true","true","-","true","true","-","-","true","true","-","-","-","true","true","true","-","true","-","-","true","-","-","[""Acción"",""Aventura"",""Fantasia""]","Showgate","https://www.crunchyroll.com/es-es/series/G79H23V24/sabikui-bisco","El ""Viento Oxidizador"" que lo oxida todo ha reducido a Japón a un páramo. Las personas viven temerosas del viento que corre las ciudades y la vida en general. Un joven llamado Bisco Akaboshi de la tribu de los Hongos Guardianes se embarca en un viaje para conseguir el ""hongo que come óxido"", una polvo milagroso que pufirica todo el óxido y así poder salvar a su maestro. Durante su viaje Bisco conoce a Milo Nekoyanagi, un joven y guapo doctor de Imihama, quien lo acompañará para buscar una cura contra el óxido que corre a su hermana menor."
"GAMERS!","Sub | Dob","4.2",5000,25,1,12,276,23,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Comedia"",""Romance""]","NBC Universal","https://www.crunchyroll.com/es-es/series/GR5V1JKGR/gamers","¿Eres aficionado a los videojuegos? Pues entonces la siguiente serie seguro que te hará recordar alguna situación vivida en tu vida diaria, pues desde Crunchyroll anunciamos la llegada a la temporada de simulcasts del anime...Keita Amano es un adolescente solitario y mediocre cuyo único rasgo distintitivo es su gran afición por los videojuegos. Un día la chica más hermosa de la escuela, Karen Tendo, quien es también la presidenta del Club de Videojuegos, lo hace llamar."
"Detective Conan","Subtitulado","4.7",3000,24,1,28,699,25,"[""Japonés""]","[""Español (España)"",""English"",""Español (América Latina)"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Aventura"",""Drama"",""Thriller""]","TMS Entertainment Co., Ltd.","https://www.crunchyroll.com/es-es/series/G6JQVM3ER/case-closed-detective-conan","Shinichi Kudo es hijo de un famoso escritor de novelas de misterio, pero él también tiene sus propias habilidades de genio, y es que pese a ser un adolescente, es un gran detective que ayuda a la policía a resolver muchos casos. Sus grandes capacidades de deducción le ayudan a resolver los más complicados casos criminales, pero cuando se cruza en el camino de cierta organización, le administran una droga experimental que lo convierte en un niño, así que no tiene más remedio que adoptar una nueva identidad e intentar encontrar a los responsables para volver a la normalidad."
"Warau Salesman (Nueva versión)","Subtitulado","4.0",147,2,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Seinen"",""Sobrenatural"",""Thriller""]","Sumitomo Corporation","https://www.crunchyroll.com/es-es/series/GR3VP0JW6/the-laughing-salesman","Mi nombre es Fukuzou Moguro, y la gente me conoce como ""el Vendedor Risueño"". Pero no soy un vendedor cualquiera, porque yo hago negocios con el corazón de las personas. Jo, jo, jo, jo. Viejos, jóvenes, hombres y mujeres albergan soledad en sus corazones. Y yo me encargo de llenar ese vacío. No, no trabajo por dinero. Ver a mis clientes satisfechos es recompensa más que suficiente. Veamos, mi cliente de hoy será… Jo, jo, jo, jo."
"Ninja Collection","Subtitulado","2.4",135,2,1,13,52,4,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Sobrenatural""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GR0XNW22Y/ninja-collection","Tokio, una ciudad repleta de sueños y deseos. Un antiguo clan de ninjas sigue en activo hoy en día, y tras heredad ancestrales técnicas, se dedican a cumplir sus misiones alejados de las miradas de la gente. Fusionándose con la oscuridad de la ciudad, acaban con todo tipo de criaturas inhumanas... La gente los llama Tokeshu."
"KONOHANA KITAN","Sub | Dob","4.7",992,1,1,0,0,0,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Comedia"",""Fantasia"",""Seinen""]","Genco","https://www.crunchyroll.com/es-es/series/GY5VGXG0Y/konohana-kitan","Konohana Kitan es una tierna historia protagonizada por una chica llamada Yuzu y otras chicas zorro que trabajan en un pequeño hotel de aguas termales llamado Konohatei. El personal del Konohatei vive con un lema muy particular: sin importar qué ocurra o quién sea realmente, cualquier huesped del hotel es un dios para ellos. Y por supuesto, eso te incluye a ti. Deja que la hospitalidad de Yuzu y las chicas del Konohatei alivien el cansancio de tu alma."
"Play It Cool, Guys","Subtitulado","4.7",2000,1,1,16,176,11,"[""Japonés"",""Deutsch""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","true","true","-","-","-","-","-","-","-","-","-","-","true","-","-","-","[""Comedia""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/G9VHN912P/play-it-cool-guys","Tal vez tengas alguno cerca. Chicos estoicos y geniales, pero un poco... despistados. Aquí veremos las aventuras diarias de estos chicos que hasta despistados lucen geniales."
"Jingai-san no Yome","Subtitulado","4.3",1000,1,1,12,36,3,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Romance""]","Kanon","https://www.crunchyroll.com/es-es/series/GR5PJ2NQR/jingai-san-no-yome","Tomari Hinowa es un estudiante de preparatoria corriente que un día recibe una inesperada noticia: ya han decidido quién será su esposa. ¿El problema? Que ni siquiera es un ser humano."
"Alice & Zoroku","Sub | Dob","4.5",833,1,1,0,0,0,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Acción"",""Aventura"",""Drama"",""Sobrenatural""]","Bandai Visual","https://www.crunchyroll.com/es-es/series/GYNQ5N80Y/alice--zoroku","Un grupo de chicas jóvenes posee un misterioso poder que les da la capacidad de materializar sus pensamientos. Tras haber sido encerradas para el estudio de sus poderes, una de ellas consigue escapar: Sana, una chica cuyo poder le permite ignorar las leyes de la física. Cuando esta chica se encuentre con el cabezota anciano llamado Zoroku, la vida de este hombre nunca volverá a ser la misma."
"Ore, Twintails ni Narimasu","Subtitulado","4.2",102,0,1,12,287,24,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Français"",""Italiano""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Comedia"",""Romance"",""Ciencia Ficción""]","Fuji Creative Corporation","https://www.crunchyroll.com/es-es/series/GR9P32VD6/gonna-be-the-twin-tail","Soji es un chico de preparatoria regular al cual le encantan las coletas. Pero, cuando monstruos con una sed de energía espiritual humana invaden la tierra, Soji (junto con la ayuda de una misteriosa chica de coletas) debe transformarse en una chica con coletas para combatirlos."
"Banished from the Heros Party, I Decided to Live a Quiet Life in the Countryside","Sub | Dob","4.7",14000,6,0,0,0,0,"[""Japonés"",""English"",""Español (América Latina)"",""Português (Brasil)""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""العربية""]","-","true","true","-","-","true","-","-","true","-","-","-","-","true","true","-","-","true","-","-","-","-","-","[""Fantasia""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/G9VHN974E/banished-from-the-heros-party-i-decided-to-live-a-quiet-life-in-the-countryside","Tras ser traicionado por los Héroes, Red espera empezar de nuevo en una pequeña ciudad... Pero mantener su pasado en secreto no será fácil."
"Plunderer","Sub | Dob","4.5",5000,3,1,24,528,22,"[""Japonés"",""English"",""Español (América Latina)"",""Português (Brasil)""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","true","true","-","-","true","-","-","true","-","-","-","-","true","true","-","-","true","-","-","-","-","-","[""Acción"",""Fantasia""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GNVHKN70Z/plunderer","El ""Contador"" de cada persona es un número que se basa en la forma en que cada quien elige vivir su vida. ¡Pero nadie quiere llegar al 0 y ser enviado al Abismo!"
